Campaign Number,Name,Start Date,End Date,Channel,Client,Street,City,State,State,Country,Zip,Email,Phone,Contact,Gender,Age,Location,Views,Likes,Clicks,Conversions,CR,Expense,Executive
98,Campaign 98,2023-11-24,2023-11-26,Email,Green|Lloyd|Ball,30284 Villarreal Passage Apt. 698,Brownshire,NV,Nevada,USA,89609,wrightlucas@yahoo.com,+56229307994586,Shelly Stafford,,18-40,LATAM,96829,359,1553,464,0.00479,24057.58,Jesus Rivera
99,Campaign 99,2023-07-19,2023-08-10,Facebook,Brown|Lawrence|Collins,069 Jeffrey Neck,North Jeffreyberg,VI,Virgin Islands,USA,70669,tracyfields@evans.com,+135132085844902,Thomas Fleming,Male,60+,LATAM,87988,9858,3258,62,0.00070,30366.52,Michael Camacho
100,Campaign 100,2023-02-24,2023-03-25,TikTok,Wheeler|Garcia|Johnson,160 Juarez Burgs,Lynchstad,NC,North Carolina,USA,54104,zhanna@knox.com,+0489416229,Bradley Schroeder,,40-60,Australia,93742,3587,3573,229,0.00244,49365.1,Aaron Faulkner
101,Campaign 101,2023-10-21,2023-11-11,Instagram,Wheeler|Garcia|Johnson,160 Juarez Burgs,Lynchstad,NC,North Carolina,USA,54104,zhanna@knox.com,+0489416229,Bradley Schroeder,Female,18-40,Canada,62606,6023,3373,69,0.00110,48015.97,Aaron Faulkner
102,Campaign 102,2023-11-21,2023-12-10,TikTok,Reed|Galloway|Buck,49317 Vincent Vista Suite 462,Port Nathan,CA,California,USA,23364,larrygraham@lucas.com,+6697082006,Andrea Simmons,,60+,UK,38135,2988,509,389,0.01020,24693.12,Wesley Simon
103,Campaign 103,2023-09-16,2023-09-21,TikTok,Ross Group,2397 Allison Knolls Suite 213,Jacksonside,WV,West Virginia,USA,58803,kristopher99@romero.org,+184424524870945,Lauren Graham,,18-40,USA,68251,2789,612,437,0.00640,21023.57,Brandon Townsend Jr.
104,Campaign 104,2023-05-28,2023-06-21,Email,Valentine|Dunn,723 Julia Burg,Bartonhaven,VT,Vermont,USA,86914,gharrington@yahoo.com,+5835472748,Nathan May,Male,18-40,UK,99976,9415,4999,777,0.00777,17607.28,Melissa Haynes
105,Campaign 105,2023-01-24,2023-02-13,Facebook,Drake|Vasquez,8980 Cox Park,South Robert,NV,Nevada,USA,66099,tylersheila@hicks.com,+1238005701,Teresa Doyle,,18-40,LATAM,47597,6517,3497,867,0.01822,40946.74,Michael Camacho
106,Campaign 106,2023-11-14,2023-12-13,TikTok,Fisher Group,880 Watson Ramp Suite 059,Reynoldsfurt,GU,Guam,USA,10725,brian57@hotmail.com,+11851687120,Jeremy Baker,Female,18-40,USA,67971,503,3555,834,0.01227,27212,Melissa Haynes
107,Campaign 107,2023-05-08,2023-05-24,Instagram,Nunez|Bowers,6821 Walker Via Suite 228,Lake Jessica,NE,Nebraska,USA,05036,michelle44@yahoo.com,+1864384897,James Woods,Female,40-60,Canada,31639,3051,4482,52,0.00164,37065.78,Wesley Simon
108,Campaign 108,2023-10-18,2023-11-08,Email,Lopez PLC,0806 Watson Drive Suite 662,Port Andrea,DE,Delaware,USA,42578,zmcintyre@bauer.info,+3724028579,Barbara Walker,,40-60,Europe,35076,5971,2044,793,0.02261,34157.4,Lauren Riggs
109,Campaign 109,2023-06-03,2023-06-24,YouTube,White Ltd,172 Angela Crescent Apt. 306,North Laura,HI,Hawaii,USA,69094,jeremy56@gmail.com,+3201853187395,Nathan Weber,,13-19,Australia,19621,4626,3038,580,0.02956,15048.78,Jesus Rivera
110,Campaign 110,2023-10-02,2023-10-04,YouTube,Jones|Miranda|Martin,45011 Marc Roads Apt. 548,Johnsonbury,NJ,New Jersey,USA,40892,kristenhoward@yahoo.com,+5580039387927,Christine Barnes,Male,40-60,UK,70403,4323,4418,300,0.00426,46279.53,Thomas Ryan
111,Campaign 111,2023-03-02,2023-03-14,Email,Holmes|Johnson|Rodriguez,USCGC Erickson,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,polsen@alexander-smith.net,+1479099839029817,Anne Foley,Female,40-60,Canada,57605,8748,2025,451,0.00783,33610.97,Wesley Simon
112,Campaign 112,2023-01-05,2023-02-03,YouTube,Ramos|Gomez|Garcia,PSC 8675,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,huntdavid@orr.info,+9348330793693,Eric Harrison,,60+,Europe,58888,3101,1022,824,0.01399,11057,Kyle Serrano
113,Campaign 113,2023-01-19,2023-02-15,YouTube,Salinas|Chavez,53637 Bonnie Walk Suite 961,South Adrianaport,IA,Iowa,USA,49560,richard84@hotmail.com,+2545622603,Chelsea Hoffman,Female,40-60,Australia,64761,9385,3795,624,0.00964,5392.11,Thomas Ryan
114,Campaign 114,2023-09-11,2023-10-08,YouTube,Hernandez Inc,9452 Amber Mills,Lopezville,NV,Nevada,USA,94038,uhansen@livingston.com,+151947089311832,Traci Holden,,13-19,UK,67928,5879,1400,457,0.00673,26130.92,Melissa Haynes
115,Campaign 115,2023-11-25,2023-12-23,TikTok,James|Phelps|Burgess,026 Good Ports Apt. 881,Port Adam,KY,Kentucky,USA,82799,edurham@hotmail.com,+8329634717985,Vanessa Miranda,,40-60,UK,62851,2299,4847,324,0.00516,2995.07,Lauren Riggs
116,Campaign 116,2023-08-01,2023-08-16,YouTube,Nunez|Bowers,6821 Walker Via Suite 228,Lake Jessica,NE,Nebraska,USA,05036,michelle44@yahoo.com,+1864384897,James Woods,Male,60+,Canada,56105,5150,2688,10,0.00018,8010.18,Wesley Simon
117,Campaign 117,2023-10-18,2023-11-08,Instagram,Cooper|Alexander,01438 Kristin Fords Apt. 626,Port Paula,WA,Washington,USA,20979,gchavez@yang.com,+2844015003,Alexandria Hansen,Male,40-60,Australia,28072,3904,2883,846,0.03014,26575.16,Thomas Ryan
118,Campaign 118,2023-10-28,2023-11-09,YouTube,Green|Lloyd|Ball,30284 Villarreal Passage Apt. 698,Brownshire,NV,Nevada,USA,89609,wrightlucas@yahoo.com,+56229307994586,Shelly Stafford,Female,40-60,Europe,22144,3351,3254,731,0.03301,12727.96,Jesus Rivera
119,Campaign 119,2023-09-10,2023-10-10,Facebook,Ramos|Gomez|Garcia,PSC 8675,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,huntdavid@orr.info,+9348330793693,Eric Harrison,,60+,Japan,7429,8352,3512,413,0.05559,48204.85,Kyle Serrano
120,Campaign 120,2023-10-14,2023-10-28,Instagram,Weaver|Garner|Ramos,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,Kentucky,USA,52632,oscott@gmail.com,+4989787718501,Melinda Johnston,,60+,Japan,57847,8533,2689,896,0.01549,44339.4,Brandon Townsend Jr.
121,Campaign 121,2023-03-22,2023-03-26,Instagram,Phillips|Lewis,152 Munoz Spur,Richardbury,NE,Nebraska,USA,64820,ssullivan@yahoo.com,+163276214014577,April Williams,,18-40,LATAM,20767,2705,1876,660,0.03178,21913.56,Aaron Faulkner
122,Campaign 122,2023-02-26,2023-03-17,TikTok,Arnold|Smith|Ward,Unit 2316 Box 4709,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,michelle93@pineda-small.com,+6404886159251,Karen Bryan,Male,60+,Australia,70463,8611,4401,788,0.01118,26393.74,Jesus Rivera
123,Campaign 123,2023-09-14,2023-09-24,Facebook,Daniels Group,567 Jill Motorway,Sarabury,GU,Guam,USA,20455,michael10@gmail.com,+6445688783,Annette Rice,Female,60+,Europe,86193,8439,504,50,0.00058,28868.48,Wesley Simon
124,Campaign 124,2023-08-18,2023-09-04,Email,Gray Ltd,Unit 4555 Box 7398,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,owenmelinda@yahoo.com,+1728597837,Mark Long,,18-40,Europe,95720,1896,2601,720,0.00752,24193.01,Jesus Rivera
125,Campaign 125,2023-04-28,2023-05-15,Instagram,Nunez|Bowers,6821 Walker Via Suite 228,Lake Jessica,NE,Nebraska,USA,05036,michelle44@yahoo.com,+1864384897,James Woods,,18-40,Europe,31727,7558,4685,698,0.02200,15918.83,Wesley Simon
126,Campaign 126,2023-11-24,2023-12-22,Email,Melton|Smith,03793 Jacobs Branch,West Max,MA,Massachusetts,USA,54633,mercertimothy@huff.com,+7295758232,Patrick Abbott,Female,18-40,Canada,45607,8828,681,426,0.00934,2677.34,Lauren Riggs
127,Campaign 127,2023-06-03,2023-06-26,TikTok,Lopez PLC,0806 Watson Drive Suite 662,Port Andrea,DE,Delaware,USA,42578,zmcintyre@bauer.info,+3724028579,Barbara Walker,Male,60+,Europe,95575,3844,3304,500,0.00523,20756.46,Lauren Riggs
128,Campaign 128,2023-05-25,2023-06-21,Instagram,Rowe|Morse|Morgan,247 Young Spur,North Jacobview,WI,Wisconsin,USA,24275,hstafford@yahoo.com,+9344111363,Destiny Atkins,,18-40,Australia,42943,7047,3067,954,0.02222,9408.52,Becky Brown
129,Campaign 129,2023-06-14,2023-06-22,Facebook,Mcclain|Beltran|Patterson,2179 Obrien Fort,New Christopher,FL,Florida,USA,06005,jeffrey07@rice.com,+698872596657978,Bryan Moore,Female,60+,Canada,16333,9766,3898,321,0.01965,37969.44,Brandon Townsend Jr.
130,Campaign 130,2023-03-04,2023-03-15,TikTok,Cohen|Williams|Hess,93243 Lee Loop Apt. 832,North Jonathanland,MP,Northern Mariana Islands,USA,43605,shawn39@gmail.com,+314858550923447,Mr. Nicholas Ramirez,Male,60+,Japan,15700,5128,4144,233,0.01484,30299.78,Jesus Rivera
131,Campaign 131,2023-05-10,2023-05-29,Email,Edwards LLC,123 Amanda Summit,Lake Marietown,IL,Illinois,USA,81773,tinamckay@sharp-smith.com,+506912217980069,Matthew Davis,Male,18-40,LATAM,84055,5242,4097,805,0.00958,46544.65,Melissa Haynes
132,Campaign 132,2023-09-17,2023-09-23,TikTok,Ross Group,2397 Allison Knolls Suite 213,Jacksonside,WV,West Virginia,USA,58803,kristopher99@romero.org,+184424524870945,Lauren Graham,Male,40-60,USA,75253,6017,1284,615,0.00817,23014.23,Brandon Townsend Jr.
133,Campaign 133,2023-11-03,2023-11-13,Facebook,Weaver|Garner|Ramos,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,Kentucky,USA,52632,oscott@gmail.com,+4989787718501,Melinda Johnston,Male,18-40,UK,99104,1237,921,966,0.00975,35000.46,Brandon Townsend Jr.
134,Campaign 134,2023-12-06,2023-12-18,Instagram,Jones|Miranda|Martin,45011 Marc Roads Apt. 548,Johnsonbury,NJ,New Jersey,USA,40892,kristenhoward@yahoo.com,+5580039387927,Christine Barnes,,60+,USA,17308,405,2625,704,0.04067,27510.38,Thomas Ryan
135,Campaign 135,2023-09-28,2023-10-16,Instagram,Phillips|Lewis,152 Munoz Spur,Richardbury,NE,Nebraska,USA,64820,ssullivan@yahoo.com,+163276214014577,April Williams,Female,40-60,Canada,23194,7801,2071,114,0.00492,49471.24,Aaron Faulkner
136,Campaign 136,2023-01-05,2023-01-24,Facebook,Lopez PLC,0806 Watson Drive Suite 662,Port Andrea,DE,Delaware,USA,42578,zmcintyre@bauer.info,+3724028579,Barbara Walker,,40-60,Australia,31711,9897,154,365,0.01151,11603.78,Lauren Riggs
137,Campaign 137,2023-04-05,2023-04-30,Facebook,Williams PLC,911 Thomas Manors,Longchester,ID,Idaho,USA,62649,sanchezangela@butler.com,+88158970981186,Reginald Lee,Male,40-60,LATAM,24962,3745,3364,108,0.00433,35539.81,Michael Camacho
138,Campaign 138,2023-07-27,2023-08-17,YouTube,Drake|Vasquez,8980 Cox Park,South Robert,NV,Nevada,USA,66099,tylersheila@hicks.com,+1238005701,Teresa Doyle,Female,40-60,Europe,12954,5160,2909,469,0.03621,28403.48,Michael Camacho
139,Campaign 139,2023-04-21,2023-04-25,Instagram,Green|Lloyd|Ball,30284 Villarreal Passage Apt. 698,Brownshire,NV,Nevada,USA,89609,wrightlucas@yahoo.com,+56229307994586,Shelly Stafford,Female,60+,Europe,43938,4009,3759,56,0.00127,18952.67,Jesus Rivera
140,Campaign 140,2023-07-23,2023-08-10,Email,Parker|Velasquez|Dixon,33302 Fuller Lakes,West Christopher,MH,Marshall Islands,USA,17095,hutchinsonmary@gmail.com,+4704867194830,Brian George,,18-40,Europe,50694,3108,2885,357,0.00704,13190.31,Aaron Faulkner
141,Campaign 141,2023-09-18,2023-09-28,Email,Weaver|Garner|Ramos,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,Kentucky,USA,52632,oscott@gmail.com,+4989787718501,Melinda Johnston,Female,60+,India,49319,9521,697,266,0.00539,2458.54,Brandon Townsend Jr.
142,Campaign 142,2023-07-08,2023-07-27,Facebook,Ross Group,2397 Allison Knolls Suite 213,Jacksonside,WV,West Virginia,USA,58803,kristopher99@romero.org,+184424524870945,Lauren Graham,,18-40,UK,97772,8316,540,752,0.00769,40395.83,Brandon Townsend Jr.
143,Campaign 143,2023-01-09,2023-01-27,TikTok,Fisher|Johnston,36491 Jennifer Park Suite 248,East David,PA,Pennsylvania,USA,71082,rellis@lindsey.com,+58028199762452,Timothy Hernandez,,60+,LATAM,87595,4184,1402,592,0.00676,48570.38,Jesus Rivera
144,Campaign 144,2023-04-12,2023-05-02,YouTube,Ross Group,2397 Allison Knolls Suite 213,Jacksonside,WV,West Virginia,USA,58803,kristopher99@romero.org,+184424524870945,Lauren Graham,Male,40-60,Europe,39906,8350,2042,792,0.01985,1884.75,Brandon Townsend Jr.
145,Campaign 145,2023-08-11,2023-08-20,YouTube,Reed|Galloway|Buck,49317 Vincent Vista Suite 462,Port Nathan,CA,California,USA,23364,larrygraham@lucas.com,+6697082006,Andrea Simmons,,60+,Canada,8749,8044,1918,723,0.08264,36205.42,Wesley Simon
146,Campaign 146,2023-09-05,2023-09-09,Instagram,Thomas|Proctor,820 Butler Streets Suite 875,North Denisehaven,WV,West Virginia,USA,66736,brownmario@leonard.com,+3718900231,Angela Moore,Female,60+,Europe,59166,5653,2471,173,0.00292,10008.24,Wesley Simon
147,Campaign 147,2023-04-08,2023-05-01,Instagram,Weaver|Hoover,050 Andrews Green,North Renee,VT,Vermont,USA,22014,jacqueline32@dominguez.biz,+5741894981166,Kathy Mahoney,Male,40-60,Europe,12400,1249,4125,423,0.03411,21033.62,Brandon Townsend Jr.
148,Campaign 148,2023-10-23,2023-10-28,Instagram,Ramirez|Wilson,6802 Scott Ways,Jasonbury,NM,New Mexico,USA,94299,robertellis@simpson-gutierrez.com,+41408698958325,Christine Nguyen,Male,40-60,UK,91416,904,120,995,0.01088,46517.58,Becky Brown
149,Campaign 149,2023-02-26,2023-03-15,Facebook,Ross Group,2397 Allison Knolls Suite 213,Jacksonside,WV,West Virginia,USA,58803,kristopher99@romero.org,+184424524870945,Lauren Graham,,18-40,USA,87420,3485,1375,355,0.00406,31125.32,Brandon Townsend Jr.
150,Campaign 150,2023-11-22,2023-12-16,YouTube,Bradley|Jackson|Miller,190 Bradley Mill Suite 940,Craigbury,MO,Missouri,USA,18832,hansonpatrick@hunt.com,+3551561435486,Dr. David Glass Jr.,,18-40,Canada,1246,2854,2681,237,0.19021,31016.56,Melissa Haynes
151,Campaign 151,2023-05-29,2023-06-07,Facebook,Jones LLC,89103 Jennings Cape Suite 740,South Dianafort,FL,Florida,USA,68504,norrisjames@pearson-burton.biz,+36395706167906,Danielle Hernandez,Male,18-40,Australia,48611,5327,3995,125,0.00257,47333.79,Aaron Faulkner
152,Campaign 152,2023-03-15,2023-03-29,Email,Jones LLC,89103 Jennings Cape Suite 740,South Dianafort,FL,Florida,USA,68504,norrisjames@pearson-burton.biz,+36395706167906,Danielle Hernandez,Male,60+,India,38713,7248,4797,591,0.01527,6982.46,Aaron Faulkner
153,Campaign 153,2023-03-16,2023-04-15,Email,Riley PLC,699 Anderson Glen,Parkerside,AZ,Arizona,USA,15616,jennifer09@york.org,+6536891510,Gary Reed,Male,18-40,Canada,63292,5144,3711,820,0.01296,20456.45,Kyle Serrano
154,Campaign 154,2023-10-11,2023-10-30,Email,Ramos|Gomez|Garcia,PSC 8675,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,huntdavid@orr.info,+9348330793693,Eric Harrison,Female,60+,Australia,71200,6169,885,644,0.00904,12333.92,Kyle Serrano
155,Campaign 155,2023-04-22,2023-05-08,TikTok,Ramos|Gomez|Garcia,PSC 8675,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,huntdavid@orr.info,+9348330793693,Eric Harrison,Male,18-40,UK,93858,5976,2038,453,0.00483,26152.93,Kyle Serrano
156,Campaign 156,2023-04-16,2023-04-25,Instagram,Cunningham|Little,Unit 5043 Box 8770,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,christopher51@watson.net,+111329982486225,Stephanie Fernandez,Male,18-40,Canada,2436,4183,3336,61,0.02504,29075.12,Becky Brown
157,Campaign 157,2023-07-15,2023-07-23,Facebook,Holmes|Johnson|Rodriguez,USCGC Erickson,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,polsen@alexander-smith.net,+1479099839029817,Anne Foley,Female,40-60,Australia,12554,3186,4516,961,0.07655,36293.06,Wesley Simon
158,Campaign 158,2023-04-21,2023-05-11,YouTube,Patterson|Sons,0171 Patricia Street Suite 265,Frankmouth,MS,Mississippi,USA,50700,nataliemartinez@hotmail.com,+2281662016,Christopher Riggs,Female,18-40,Europe,53496,1843,2418,214,0.00400,23970.4,Jesus Rivera
159,Campaign 159,2023-02-04,2023-02-24,Facebook,Thomas|Proctor,820 Butler Streets Suite 875,North Denisehaven,WV,West Virginia,USA,66736,brownmario@leonard.com,+3718900231,Angela Moore,,60+,Japan,75218,1705,2982,738,0.00981,36468.3,Wesley Simon
160,Campaign 160,2023-02-02,2023-02-20,TikTok,Anderson Inc,Unit 0015 Box 7678,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,jgomez@gmail.com,+3584216618006,Morgan Gross,Female,18-40,USA,24396,8189,2715,16,0.00066,46545.06,Thomas Ryan
161,Campaign 161,2023-10-22,2023-11-18,Facebook,James|Phelps|Burgess,026 Good Ports Apt. 881,Port Adam,KY,Kentucky,USA,82799,edurham@hotmail.com,+8329634717985,Vanessa Miranda,,60+,UK,49150,7368,1604,862,0.01754,7243.96,Lauren Riggs
162,Campaign 162,2023-07-28,2023-08-05,Instagram,Mitchell|Rojas,Unit 7421 Box 5134,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,johnathan43@hotmail.com,+12115886353,Benjamin Anthony,,60+,Australia,23703,6376,197,500,0.02109,20596.88,Thomas Ryan
163,Campaign 163,2023-02-19,2023-03-07,TikTok,Riley PLC,699 Anderson Glen,Parkerside,AZ,Arizona,USA,15616,jennifer09@york.org,+6536891510,Gary Reed,,40-60,Europe,28082,2268,1754,594,0.02115,43702.01,Kyle Serrano
164,Campaign 164,2023-10-02,2023-10-19,TikTok,Griffin Inc,Unit 3822 Box 8338,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,dixonamber@hotmail.com,+880002060856308,Theodore Murphy,Female,40-60,LATAM,37707,5014,4001,197,0.00522,4266.85,Brandon Townsend Jr.
165,Campaign 165,2023-04-17,2023-05-08,Email,Ross Group,2397 Allison Knolls Suite 213,Jacksonside,WV,West Virginia,USA,58803,kristopher99@romero.org,+184424524870945,Lauren Graham,,40-60,Europe,94608,9974,1400,592,0.00626,5387.04,Brandon Townsend Jr.
166,Campaign 166,2023-09-28,2023-09-29,TikTok,Roberts|Howe,64572 Dawn Forges Suite 455,South Samantha,PA,Pennsylvania,USA,33248,mckenziebrandon@allen.biz,+6985917266697,Robert Mcintosh,,60+,USA,67499,4090,3585,148,0.00219,23191.12,Brandon Townsend Jr.
167,Campaign 167,2023-07-23,2023-07-29,Facebook,Mcbride|Finley,438 Brent Roads Apt. 855,Tylerburgh,NY,New York,USA,69473,mcclainhannah@jensen-gilbert.com,+8564145259269,Michael Freeman,Male,60+,Europe,82917,9737,3114,939,0.01132,8138.62,Jesus Rivera
168,Campaign 168,2023-08-09,2023-08-20,YouTube,Jackson Inc,96299 Miller Spur,Jensenfurt,CA,California,USA,97794,jeremy09@yahoo.com,+5576707467238,Karen Rivers,,40-60,USA,47877,7991,2307,175,0.00366,23919.36,Thomas Ryan
169,Campaign 169,2023-10-11,2023-10-13,Email,Hunt|Woods|Saunders,48531 Garcia Walk,Gonzalesville,WY,Wyoming,USA,31844,rramsey@warren.com,+1628025355066010,April Brewer,Female,18-40,India,28210,1498,3794,592,0.02099,22778.62,Melissa Haynes
170,Campaign 170,2023-05-22,2023-05-29,Facebook,Nunez|Bowers,6821 Walker Via Suite 228,Lake Jessica,NE,Nebraska,USA,05036,michelle44@yahoo.com,+1864384897,James Woods,Male,18-40,UK,23755,5121,3274,815,0.03431,49741.71,Wesley Simon
171,Campaign 171,2023-04-28,2023-05-06,YouTube,White Ltd,172 Angela Crescent Apt. 306,North Laura,HI,Hawaii,USA,69094,jeremy56@gmail.com,+3201853187395,Nathan Weber,Male,40-60,UK,54018,374,1186,284,0.00526,1701.86,Jesus Rivera
172,Campaign 172,2023-07-22,2023-08-19,YouTube,Reed|Galloway|Buck,49317 Vincent Vista Suite 462,Port Nathan,CA,California,USA,23364,larrygraham@lucas.com,+6697082006,Andrea Simmons,Female,60+,UK,12092,6445,2154,511,0.04226,42170.89,Wesley Simon
173,Campaign 173,2023-02-09,2023-03-03,Facebook,Herrera|Cook,0613 David Haven Apt. 354,North Samantha,MI,Michigan,USA,10699,ijordan@gmail.com,+8808919091,Madison York,Male,60+,Europe,75203,4396,1918,505,0.00672,39487.08,Wesley Simon
174,Campaign 174,2023-11-12,2023-12-02,Facebook,James|Phelps|Burgess,026 Good Ports Apt. 881,Port Adam,KY,Kentucky,USA,82799,edurham@hotmail.com,+8329634717985,Vanessa Miranda,Female,40-60,Australia,59762,6135,4044,94,0.00157,43596.2,Lauren Riggs
175,Campaign 175,2023-06-14,2023-06-20,Instagram,Smith|Bailey,055 Rebecca Ramp,Edwardsland,WY,Wyoming,USA,72139,bakerpaul@holland.com,+05449561427992,Sharon Reeves,,60+,Japan,32641,1793,3483,901,0.02760,45493.19,Michael Camacho
176,Campaign 176,2023-02-10,2023-02-19,TikTok,Jackson Inc,96299 Miller Spur,Jensenfurt,CA,California,USA,97794,jeremy09@yahoo.com,+5576707467238,Karen Rivers,Female,40-60,UK,77746,9647,2452,665,0.00855,22122.28,Thomas Ryan
177,Campaign 177,2023-10-13,2023-10-22,Facebook,Hernandez Inc,9452 Amber Mills,Lopezville,NV,Nevada,USA,94038,uhansen@livingston.com,+151947089311832,Traci Holden,Female,18-40,Australia,87194,1337,923,659,0.00756,17887.91,Melissa Haynes
178,Campaign 178,2023-10-20,2023-11-07,Instagram,Weaver|Hoover,050 Andrews Green,North Renee,VT,Vermont,USA,22014,jacqueline32@dominguez.biz,+5741894981166,Kathy Mahoney,Female,60+,USA,34427,1902,4489,821,0.02385,28959.86,Brandon Townsend Jr.
179,Campaign 179,2023-11-22,2023-12-13,TikTok,Holloway|Cox|Ford,7800 Dorsey Tunnel Suite 734,West Tracy,UT,Utah,USA,56027,joseph49@hodges-campbell.com,+0118358647901,Dennis Carr,Male,40-60,Australia,80094,7263,1972,597,0.00745,22708.63,Brandon Townsend Jr.
180,Campaign 180,2023-07-01,2023-07-09,Instagram,Cohen|Williams|Hess,93243 Lee Loop Apt. 832,North Jonathanland,MP,Northern Mariana Islands,USA,43605,shawn39@gmail.com,+314858550923447,Mr. Nicholas Ramirez,Female,40-60,Canada,46655,7139,2139,665,0.01425,30754.91,Jesus Rivera
